First Name,Last Name,Date of Birth (Y-m-d),State,Sex,Height (cm),Weight (KG)
Skylar,O'Reilly,11/08/1971,RhodeIsland,male,171,113
Gilda,Quitzon,13/07/1991,Illinois,female,156,131
Jaden,Klein,06/12/1980,Colorado,female,183,110
Drake,McLaughlin,25/04/1985,Illinois,male,166,143
Kamren,Waelchi,27/06/1990,Hawaii,male,184,128
Maiya,Yundt,24/04/1982,Pennsylvania,female,182,73
Jessika,Bergstrom,31/03/1987,Minnesota,male,180,116
Dana,Walter,23/07/1973,Iowa,female,160,96
Leora,Beatty,11/09/1992,Arizona,female,176,50
Brock,O'Kon,30/01/1985,Indiana,female,162,96
Wendy,Goodwin,24/09/1982,NorthCarolina,male,167,144
Eli,Hegmann,21/10/1983,Illinois,female,183,158
Jacinthe,Price,22/05/1981,Nebraska,male,159,121
Antwon,Bode,03/07/1988,Pennsylvania,male,157,156
Mortimer,Boyer,05/03/1989,Georgia,female,161,119
Taylor,Okuneva,11/12/1972,Arizona,male,179,79
Jerrold,Jakubowski,05/12/1964,Minnesota,female,164,145
Fermin,Pollich,02/08/1990,Maine,male,184,57
Cindy,Kreiger,15/10/1964,NorthDakota,male,179,113
Adam,Greenfelder,19/08/1984,Oregon,female,162,141
Janick,Wolf,08/12/1973,Wyoming,male,190,67
Lenny,Hills,28/11/1987,Illinois,male,198,140
Ariane,Jacobson,19/09/1977,Maryland,male,192,50
Hailey,Emard,11/09/1986,Colorado,male,163,66
Arlene,Zieme,19/05/1981,Maine,female,176,91
Hattie,Willms,27/01/1977,Delaware,female,175,155
Jailyn,Upton,22/02/1972,Minnesota,female,184,76
Colleen,Roob,08/12/1990,California,female,173,152
Laurie,Flatley,23/03/1985,Michigan,male,184,105
Davon,Considine,05/04/1980,Maine,male,195,132
Chesley,Heathcote,19/02/1966,California,male,176,110
Zander,Price,11/05/1988,Vermont,male,150,104
Gabe,Armstrong,14/03/1981,NewJersey,male,173,85
Twila,Lubowitz,28/12/1964,Nebraska,male,179,113
Wyman,Hansen,28/10/1978,Kentucky,female,182,60
Estefania,Hyatt,04/04/1989,Colorado,female,165,115
Jamey,Stiedemann,05/05/1967,Alabama,female,163,80
Tyree,Kuvalis,02/06/1985,Oklahoma,female,153,132
Stanley,D'Amore,10/12/1976,NorthCarolina,male,197,96
Brady,Mueller,06/12/1987,Florida,male,169,83
Audra,Reichel,25/01/1969,Iowa,female,183,141
Tara,Skiles,02/08/1987,Georgia,male,155,141
Myron,Yost,09/04/1973,Wisconsin,male,167,82
Kip,Littel,07/10/1977,Utah,male,181,146
Benedict,Homenick,23/06/1971,SouthDakota,male,151,105
Jakob,Metz,16/07/1965,WestVirginia,female,191,140
Ara,Runolfsdottir,01/02/1968,WestVirginia,male,177,57
Ashly,Hayes,11/03/1969,Pennsylvania,female,176,65
Margot,Lynch,04/07/1976,Arkansas,male,170,58
Maximillia,Grady,13/03/1983,NewMexico,male,190,101
Carlo,Deckow,21/12/1968,Pennsylvania,male,197,64
Ralph,Hessel,26/04/1992,Wyoming,male,181,75
Kamron,Rogahn,02/03/1974,Hawaii,male,190,114
Beulah,Nienow,22/06/1964,Ohio,male,164,71
Kaylin,Klein,31/05/1982,Minnesota,female,167,74
Tiara,Pollich,29/09/1967,Nevada,female,175,52
Yvonne,Treutel,10/01/1987,Wisconsin,female,162,112
Sean,Klocko,20/09/1975,Alaska,female,164,57
Tomas,Dooley,16/04/1991,WestVirginia,female,152,102
Stanley,Watsica,09/03/1975,Texas,male,162,80
Abigale,O'Hara,20/02/1973,Nebraska,female,188,72
Lauren,Schaefer,19/07/1979,Florida,female,153,140
Gillian,Brekke,26/04/1986,Michigan,male,161,117
Ella,Howe,15/04/1990,Utah,female,183,147
Emmet,Monahan,23/08/1969,Louisiana,female,199,74
Sister,Heathcote,04/03/1974,Maryland,female,190,129
Trudie,Spinka,29/11/1985,Wyoming,male,170,157
Merle,Nader,10/05/1986,Pennsylvania,male,155,77
Lavonne,Hagenes,29/05/1981,Oklahoma,female,197,83
Myrtle,Reichel,21/06/1983,Connecticut,male,192,111
Benton,Rippin,25/05/1993,NewYork,male,160,83
Shirley,Hills,18/01/1978,Connecticut,male,186,90
Dortha,Funk,19/08/1993,Washington,female,172,115
Kaitlyn,Ankunding,29/04/1991,NewHampshire,female,188,78
Salma,Weber,23/08/1992,NewJersey,female,163,75
Darlene,Gibson,25/04/1980,SouthCarolina,female,200,52
Kacie,Cartwright,24/11/1976,Indiana,female,187,97
Lloyd,Von,19/02/1968,Maryland,female,152,108
Freddy,Abbott,19/07/1990,Alabama,male,172,101
Gwen,Barrows,03/08/1969,SouthCarolina,female,165,82
Mariah,Lueilwitz,26/08/1981,SouthCarolina,female,171,105
Lilian,Miller,02/12/1982,Pennsylvania,male,188,73
Zander,Schmidt,06/12/1969,Alaska,female,196,122
Madalyn,Upton,08/12/1965,Utah,male,184,96
Burley,Hane,19/01/1965,Kentucky,male,166,125
Ethyl,Collier,26/11/1982,Vermont,male,159,125
Keith,Cruickshank,23/01/1993,Massachusetts,female,188,96
Rodolfo,Schuppe,19/12/1980,Idaho,male,165,102
Ewell,Kreiger,24/03/1971,Indiana,female,154,151
Elijah,Lind,08/10/1966,Maryland,male,158,73
Lincoln,Goldner,30/10/1986,Indiana,female,191,121
Michel,Carter,01/06/1967,Alabama,female,188,94
Electa,Prosacco,04/01/1983,Kansas,male,152,84
Cale,Windler,11/05/1969,Oregon,female,198,159
Daren,Feeney,12/06/1986,Indiana,female,154,83
Emmitt,Hammes,23/11/1985,SouthDakota,male,174,103
Jane,Eichmann,12/04/1991,Nevada,female,194,76
Halie,Christiansen,07/07/1984,NorthDakota,male,185,109
Josiah,Stanton,03/10/1976,Indiana,male,152,118
Dovie,Durgan,10/07/1972,NewMexico,male,194,138
Mohammad,Wisoky,19/04/1971,Wyoming,female,200,117
Jerome,Hane,02/12/1975,Wyoming,male,180,89
Milo,Moore,01/07/1983,Vermont,female,171,95
Oran,Towne,30/07/1978,Iowa,female,196,89
Tod,Gorczany,05/12/1986,Indiana,female,191,100
Edward,Kris,24/03/1993,SouthCarolina,male,169,153
Torrey,D'Amore,31/03/1979,California,female,182,138
Letha,Senger,29/12/1976,NewJersey,male,166,105
Adrianna,Schultz,10/05/1971,Oklahoma,female,174,111
Delilah,Bashirian,15/08/1993,Connecticut,female,177,96
Lauren,Collins,07/09/1987,California,male,192,94
Kristy,Abernathy,08/04/1967,Arkansas,female,188,50
Jon,Flatley,13/10/1965,Wisconsin,female,153,97
Gayle,Aufderhar,24/05/1989,Alabama,male,186,87
Vincenzo,Hettinger,06/06/1974,Michigan,female,167,66
Chyna,Kulas,23/03/1983,SouthDakota,female,163,109
Margret,Bartoletti,16/11/1989,NorthCarolina,female,184,70
Monroe,Bergstrom,17/05/1975,Tennessee,male,166,106
Morgan,Kris,30/07/1987,Maine,female,175,158
Angus,Blick,30/10/1984,Alaska,female,164,108
Briana,Simonis,06/04/1982,Kansas,male,195,88
Alessandro,Daniel,25/10/1989,Oregon,male,154,61
Mathias,Spinka,30/08/1979,Maryland,female,182,69
Krystel,Cummings,27/11/1991,Louisiana,male,181,148
Rebecca,Dare,22/10/1991,Vermont,male,197,75
Adolphus,Little,30/10/1990,Maine,female,186,105
Jackson,Mueller,05/07/1986,Tennessee,male,171,69
Addie,White,01/04/1979,Hawaii,female,197,104
Roman,Stokes,15/05/1975,NewYork,female,197,159
Camilla,Robel,13/07/1984,NorthCarolina,male,174,80
Lyla,Thiel,05/01/1989,Arkansas,male,173,67
Erling,Schamberger,11/04/1964,NewYork,male,192,77
Pearline,Beier,09/11/1986,Florida,female,161,148
Corine,Gottlieb,06/01/1968,Iowa,female,151,105
Brad,Pfeffer,16/10/1965,Ohio,female,159,98
Kendrick,Kerluke,27/09/1986,Michigan,male,174,66
Kathlyn,Cronin,04/10/1993,Illinois,male,165,113
Franco,Stehr,06/06/1987,NewYork,female,166,106
Clementina,Weimann,14/10/1989,NewYork,female,193,98
Rebekah,Hauck,21/07/1982,Alaska,male,167,152
Jennyfer,Kunze,26/07/1990,Hawaii,male,168,93
Shaniya,McDermott,31/12/1992,Delaware,female,188,75
Sven,Kuhic,17/03/1991,Mississippi,male,161,99
Duncan,Kirlin,09/01/1989,Florida,female,194,103
Adelbert,Kling,06/06/1976,California,male,171,123
Muriel,Sporer,05/10/1968,SouthDakota,female,160,65
Edison,Lubowitz,25/02/1976,Missouri,male,173,100
Isabelle,Pfeffer,09/11/1988,Wyoming,female,196,136
Vanessa,O'Reilly,11/12/1969,WestVirginia,male,193,118
Amber,Koepp,03/05/1986,NewMexico,male,189,157
Hans,Batz,13/07/1973,Idaho,male,199,87
Katherine,Durgan,13/05/1968,NewMexico,female,166,59
Tamia,Schamberger,16/07/1986,Missouri,male,196,84
Bernita,Kling,13/11/1976,NewYork,female,170,70
Adrienne,Mitchell,08/09/1966,Mississippi,male,170,117
Aaron,Lang,19/04/1969,Massachusetts,male,191,139
Damion,Walker,10/08/1988,Pennsylvania,female,169,80
Alford,O'Reilly,22/01/1967,NorthDakota,female,177,70
Matt,Kihn,01/01/1982,Connecticut,male,159,54
Aileen,Oberbrunner,13/12/1989,Arizona,male,164,139
Winifred,Schiller,25/01/1967,Indiana,female,164,135
Delaney,Shanahan,17/07/1993,Minnesota,female,185,59
Jarrell,Hintz,17/10/1976,Illinois,female,166,50
Fanny,Schowalter,24/02/1973,Maryland,male,170,95
Connor,Lind,31/03/1987,Indiana,female,199,139
Milford,Cole,16/03/1974,Iowa,female,160,119
Nona,Torphy,21/02/1966,Arkansas,female,179,51
Haylie,McClure,18/12/1965,Tennessee,female,170,110
Malvina,Mayer,05/08/1978,Connecticut,male,200,131
Kiana,Strosin,09/01/1982,Illinois,female,160,50
Rafael,Carroll,18/04/1971,Louisiana,female,170,83
Rey,Schmitt,23/02/1967,Kansas,female,196,160
Arjun,Mohr,18/05/1993,Maine,female,176,86
Sylvan,Greenfelder,07/09/1983,Connecticut,male,172,131
Kade,Bauch,21/09/1981,Washington,female,177,128
Francis,Yundt,20/03/1984,Illinois,female,162,151
Barry,Brekke,22/12/1985,Connecticut,female,188,103
Camilla,Lynch,16/09/1978,Alaska,male,177,147
Kylee,Lakin,14/04/1968,Montana,female,175,146
Jordyn,Renner,23/12/1984,NewJersey,female,176,59
Logan,Schroeder,29/12/1981,Texas,male,166,103
Dameon,Koss,16/03/1976,Kentucky,male,196,93
Christop,Tremblay,27/12/1963,Connecticut,male,180,152
Rosalind,Dach,13/01/1985,Virginia,male,163,89
Jon,Kshlerin,12/01/1967,Arizona,female,168,149
Kale,O'Hara,27/10/1973,Illinois,female,163,66
Rusty,Cole,01/04/1976,Wyoming,male,189,150
Jovanny,Ernser,16/01/1984,Oklahoma,male,166,98
Giovanni,Friesen,11/01/1982,Virginia,male,169,154
Lilly,Mayer,09/10/1993,SouthCarolina,male,160,100
Marcia,Johnston,01/02/1989,Missouri,female,150,136
Rupert,Baumbach,21/06/1983,Montana,female,156,127
Malachi,Monahan,14/09/1975,NewHampshire,female,161,82
Genevieve,Bechtelar,17/02/1970,SouthDakota,male,184,112
Jefferey,Satterfield,10/09/1971,Colorado,male,192,153
Darlene,Fritsch,20/04/1984,NewMexico,male,186,71
Jarrell,Schmeler,21/04/1967,Washington,male,175,158
Domenica,McKenzie,23/08/1985,Wisconsin,female,189,82
Ramona,Krajcik,25/10/1968,Mississippi,female,197,126
Lisandro,Nikolaus,28/02/1967,Ohio,male,198,148
Letitia,Beahan,23/07/1976,Alabama,female,152,149
Tanner,Padberg,10/02/1974,NewHampshire,female,182,52
Christine,Stoltenberg,10/05/1969,WestVirginia,female,181,78
Jillian,Hilpert,11/08/1969,Delaware,male,175,153
Lelia,Keebler,26/02/1975,Alaska,male,189,134
Cathryn,Smitham,26/02/1979,NorthCarolina,female,197,103
Jonathon,Morar,11/11/1965,Virginia,male,161,158
Trever,Stokes,07/04/1979,Arkansas,female,172,133
Ernestine,Volkman,23/05/1975,NorthDakota,male,153,125
Helene,Willms,26/10/1984,Alabama,male,183,119
Megane,Windler,01/09/1976,Idaho,male,185,125
Robin,Harvey,12/08/1988,Indiana,male,176,84
Keenan,Bernier,31/10/1985,NewYork,female,152,152
Elijah,Fisher,13/12/1980,Alabama,male,193,98
Elise,Gusikowski,20/07/1985,Vermont,male,162,72
Verla,Schimmel,18/08/1968,Kansas,female,178,64
Elisabeth,Lemke,22/06/1972,Iowa,female,153,89
Edwardo,Frami,02/04/1991,Colorado,male,178,137
Terry,Rosenbaum,20/12/1973,Maryland,male,168,145
Alta,Murphy,31/05/1970,Kentucky,female,192,108
Isabel,Walker,18/06/1988,Wisconsin,male,160,74
Moses,West,31/12/1964,Maine,female,173,131
Daisha,Robel,31/03/1991,SouthDakota,female,188,136
Meaghan,Mitchell,08/04/1992,RhodeIsland,male,165,120
Alvera,Labadie,05/04/1965,Missouri,male,190,147
Edison,Murphy,12/04/1991,Arizona,male,151,98
Bailee,Hamill,05/07/1993,Utah,female,188,105
Percival,Baumbach,02/06/1970,NewHampshire,female,173,57
Noemy,Lubowitz,02/12/1967,Maryland,male,197,96
Missouri,Leannon,09/08/1966,Georgia,female,153,78
Pascale,Welch,19/01/1969,Tennessee,male,192,101
Josianne,Abbott,08/08/1977,Alabama,female,164,153
Mose,Pfeffer,11/05/1984,Alaska,female,152,126
Arvilla,Schinner,22/06/1972,Wisconsin,male,188,50
Alice,Breitenberg,11/02/1993,Ohio,male,194,138
Daniella,Goodwin,27/09/1968,Missouri,female,160,142
Johnnie,Wisozk,08/05/1986,Nevada,male,184,116
Mertie,Cummerata,15/04/1984,Michigan,male,174,56
Paul,Osinski,12/06/1991,Michigan,female,154,159
Justice,Nikolaus,28/06/1992,Wyoming,female,177,56
Camron,Blick,27/09/1991,Kansas,male,177,149
Cory,Murazik,21/03/1976,NewHampshire,male,187,70
Ted,Bednar,09/02/1986,RhodeIsland,male,185,76
Estel,Morar,24/06/1966,Mississippi,male,171,160
Isabelle,Dibbert,05/08/1972,Virginia,female,189,147
Jacinto,Kassulke,19/03/1973,Pennsylvania,female,150,59
Furman,Wintheiser,18/05/1979,Missouri,male,185,134
Emerson,Lynch,27/07/1992,Washington,male,194,76
Greyson,Bernhard,07/04/1984,Alabama,male,155,85
Briana,Wintheiser,17/03/1969,Wisconsin,male,189,146
Vicenta,Johns,28/05/1975,Virginia,male,185,95
Riley,Robel,29/11/1967,Utah,male,154,67
Ransom,Mayert,20/11/1990,Iowa,female,170,143
Kayleigh,Toy,06/09/1988,Vermont,female,170,79
Courtney,Stehr,05/05/1982,Oregon,female,171,54
Chaya,Spencer,15/12/1970,Georgia,female,161,56
Princess,Kilback,10/12/1982,Wyoming,male,194,133
Brown,Baumbach,13/08/1974,Arizona,female,156,118
Lydia,Armstrong,13/07/1974,NewJersey,female,171,130
Kenton,Fisher,26/06/1969,Mississippi,female,186,104
Werner,Champlin,31/05/1968,NewYork,male,153,70
Austin,Schuster,16/04/1968,Oregon,male,165,79
Ona,Lehner,20/10/1982,California,male,187,123
Jamey,Sanford,13/09/1973,Nebraska,male,170,57
Timmy,Hudson,11/01/1976,Arizona,female,153,103
Flavie,Reinger,18/09/1991,Kansas,female,180,129
Walker,Ankunding,16/10/1993,Florida,male,161,115
Hiram,Marks,08/07/1986,Wyoming,female,180,128
Ella,Monahan,14/05/1977,Colorado,female,161,64
Shaniya,Veum,26/06/1993,NorthCarolina,male,158,144
Russell,Muller,07/01/1991,Florida,male,199,151
Elroy,Senger,01/09/1968,Pennsylvania,female,160,74
Elise,McClure,29/08/1965,NewMexico,male,179,156
Dagmar,Lebsack,23/06/1985,NewHampshire,male,190,89
Alvera,Lang,23/03/1966,Virginia,female,164,96
Thaddeus,Wunsch,26/03/1991,NewHampshire,female,191,51
Lorenz,Hansen,23/11/1984,Michigan,male,169,75
Glenna,Wilderman,12/08/1972,Pennsylvania,female,186,141
Kattie,Jones,14/06/1985,Hawaii,female,184,54
Hazel,Mills,07/05/1977,Nevada,female,167,72
Baron,Haag,18/05/1972,Utah,female,176,69
Ora,Kilback,02/06/1988,Washington,female,194,91
Easter,Von,11/06/1982,Michigan,female,175,156
Emmanuelle,Monahan,18/06/1982,Massachusetts,male,189,133
Greyson,Quitzon,23/09/1986,Pennsylvania,female,156,53
Vena,Rowe,23/07/1993,NewHampshire,female,198,143
Roscoe,Glover,06/01/1980,RhodeIsland,female,175,75
Marty,Yundt,06/03/1968,RhodeIsland,female,182,155
Cory,Hermiston,21/02/1989,Tennessee,female,173,119
Anahi,Goyette,13/03/1991,Oklahoma,female,172,158
Graham,Bradtke,27/03/1965,NewHampshire,male,163,105
Mittie,Legros,06/05/1968,Wisconsin,female,200,91
Earlene,Bergnaum,30/10/1971,NewHampshire,female,198,145
Berniece,Friesen,15/09/1979,Vermont,male,193,120
Brielle,Welch,29/05/1965,Ohio,male,156,133
Abe,Adams,06/05/1992,NewYork,male,191,128
Leilani,Denesik,20/11/1977,Hawaii,male,176,73
Leonard,Goodwin,10/06/1968,Vermont,male,172,143
Haven,Hilll,07/08/1982,Mississippi,female,159,84
Ethelyn,Jacobson,07/01/1985,RhodeIsland,female,199,132
Alberto,Donnelly,12/09/1976,California,male,199,50
Roberto,Hodkiewicz,16/02/1985,NewMexico,female,157,159
Danielle,Quitzon,27/09/1991,Arkansas,female,185,153
Domenico,Hettinger,26/07/1986,Oregon,male,160,138
Stefan,Okuneva,03/06/1969,Delaware,male,173,153
Lonny,Hauck,10/06/1973,Michigan,female,188,132
Brian,Runolfsdottir,02/03/1967,Utah,female,194,79
Derrick,Borer,04/05/1993,Tennessee,female,161,127
Esteban,Robel,11/09/1967,Colorado,male,177,148
Marcella,Gulgowski,30/01/1988,Idaho,female,174,145
Liliane,Brown,17/02/1965,RhodeIsland,female,170,141
Daisha,Corkery,26/09/1992,Kentucky,female,192,157
Erwin,Lind,08/07/1991,Kentucky,female,181,123
Jamil,Wilkinson,13/01/1968,RhodeIsland,female,164,144
Delores,Daugherty,05/05/1971,Massachusetts,female,179,84
Jeramie,Schaefer,26/02/1971,NewHampshire,male,181,56
Jayden,Flatley,21/03/1988,Tennessee,female,169,153
Clementine,Nolan,03/11/1968,WestVirginia,male,167,68
Lavon,Hodkiewicz,13/08/1970,Oklahoma,male,157,129
Domenico,Ullrich,21/09/1983,Idaho,female,162,72
Van,Brown,02/12/1988,NorthCarolina,female,155,117
Angus,Lehner,30/11/1982,NorthCarolina,female,199,98
Lewis,Prohaska,25/08/1982,Arkansas,male,191,56
Kay,Cassin,31/12/1991,Missouri,male,180,87
Modesta,Daniel,19/11/1992,Arkansas,female,159,151
Dayton,Collier,12/10/1993,Illinois,female,185,108
Marianna,Reilly,27/07/1989,Oregon,female,198,150
Xzavier,Gibson,18/05/1982,Virginia,female,173,77
Madge,Crist,07/12/1978,Maine,male,185,93
Omari,Blick,03/01/1964,NewMexico,female,190,121
Orion,Robel,17/04/1989,Florida,male,188,133
Berry,Hettinger,17/12/1981,RhodeIsland,female,177,129
Eliezer,Grant,18/04/1965,Indiana,female,165,108
Pearl,Denesik,01/09/1971,Florida,male,186,64
Alize,Kuhic,30/05/1986,Alaska,male,200,84
Candido,Leannon,05/06/1968,RhodeIsland,female,179,160
Bernardo,Lesch,14/12/1990,Alabama,male,160,155
Bernita,Hackett,27/07/1976,Montana,female,190,96
Brain,Feeney,15/06/1970,Tennessee,male,177,61
Quinton,Daugherty,21/05/1980,Wyoming,female,200,149
Walker,Kutch,23/02/1975,NorthCarolina,male,183,121
Ahmed,Greenholt,23/09/1988,Arizona,male,197,70
Felicia,Greenholt,07/12/1991,Kentucky,female,182,103
Mauricio,King,06/04/1969,Wisconsin,female,170,71
Kiarra,Lindgren,09/05/1974,Mississippi,male,175,70
Mario,Willms,15/12/1977,Mississippi,male,176,133
Oscar,Douglas,26/09/1971,Georgia,male,153,156
Peter,Walsh,18/02/1966,Wyoming,female,177,132
Mariah,Crona,25/12/1988,Nebraska,female,162,80
Johnny,Schmeler,03/12/1983,NewHampshire,female,166,80
Orin,Effertz,18/12/1974,Oregon,male,152,152
Keara,Schulist,21/04/1975,RhodeIsland,male,177,144
Lucius,Bruen,06/04/1980,Virginia,female,187,103
Gianni,Towne,10/02/1989,Virginia,male,173,148
Rodolfo,O'Reilly,24/05/1964,California,male,166,93
Wilton,Gulgowski,29/09/1964,NewYork,female,175,152
Emmitt,Towne,08/10/1970,Texas,female,183,50
Gregorio,Daugherty,14/10/1979,Maryland,female,189,109
Luella,Sipes,11/01/1987,Michigan,female,165,135
Felipe,Spencer,30/08/1964,Pennsylvania,male,197,60
Wendy,Considine,12/03/1986,Nebraska,male,172,67
Jaylan,McCullough,13/09/1987,Wyoming,male,181,126
Keith,Conn,08/10/1968,Missouri,male,199,97
Marguerite,Douglas,23/06/1984,Arkansas,male,191,149
Nestor,Ernser,27/11/1967,Oklahoma,female,193,74
Kylee,Reinger,25/09/1988,Hawaii,female,153,129
Jasen,Walter,12/11/1969,Wisconsin,female,151,90
Stephon,Walsh,11/03/1980,Montana,male,199,65
Judah,McKenzie,25/09/1966,Pennsylvania,female,183,98
Andreane,Pfeffer,27/02/1979,California,male,180,89
Annabel,Goyette,29/06/1993,Florida,male,192,139
Viola,Fisher,28/12/1986,Hawaii,female,200,97
Shanny,Osinski,26/07/1972,Utah,male,200,94
Rossie,O'Reilly,29/08/1971,Michigan,male,174,73
Phoebe,Ratke,04/08/1992,Colorado,male,193,55
Reilly,Pagac,12/01/1992,Texas,male,181,63
Olen,Cormier,19/11/1975,Hawaii,female,166,66
Ulices,McGlynn,05/02/1991,Maryland,female,150,63
Prince,Rogahn,18/03/1984,Alaska,male,161,135
Emely,Ruecker,10/02/1979,Florida,male,161,91
Rodrigo,Mertz,18/05/1966,Colorado,male,166,73
Cesar,Zemlak,13/05/1985,Michigan,female,178,71
Sarah,Welch,02/06/1991,Wyoming,male,175,71
Elwin,Jones,29/12/1970,SouthDakota,male,194,124
Bill,Marquardt,13/11/1983,Oklahoma,male,156,109
Colby,Cummerata,19/07/1974,Nebraska,female,181,67
Mabel,Bayer,31/05/1964,Georgia,female,191,102
Aida,Rogahn,28/01/1982,Arkansas,female,169,103
August,Wilkinson,08/05/1974,Montana,female,153,129
Neha,Streich,15/10/1977,Washington,female,160,154
Berniece,Auer,28/09/1993,Connecticut,male,185,79
Frida,Jewess,07/11/1992,Utah,male,150,142
Erick,Powlowski,20/05/1985,NorthCarolina,female,187,86
Karson,Lakin,16/01/1970,NorthCarolina,male,193,72
Loraine,Adams,17/10/1975,Vermont,female,159,87
Reinhold,Pollich,21/05/1982,Maryland,female,179,155
Arno,Wisozk,18/10/1981,Delaware,male,153,134
Petra,Daugherty,14/12/1979,Texas,female,187,65
Betsy,Rolfson,16/09/1979,Texas,female,175,73
Briana,Gleichner,21/11/1970,NewMexico,male,152,96
Kasey,Haag,29/11/1992,Oklahoma,female,199,63
Rubie,Farrell,18/10/1974,Iowa,female,155,63
Lawson,Homenick,21/09/1969,Nebraska,female,171,143
Annabelle,Schoen,17/02/1977,Wyoming,male,198,127
Zakary,Metz,03/02/1968,Iowa,male,156,148
Fritz,Bode,06/01/1990,RhodeIsland,male,193,100
Adelle,Schaefer,19/11/1972,Michigan,male,188,109
Ophelia,Schinner,29/11/1975,Massachusetts,male,155,79
Anastacio,Mueller,25/10/1973,Nevada,female,197,135
Hal,Kihn,30/03/1977,Nebraska,female,175,141
Alberta,Kertzmann,27/11/1990,WestVirginia,male,200,138
Sienna,Smith,06/01/1987,Arkansas,male,187,149
Floy,Kozey,06/07/1973,Arizona,male,166,85
Hollie,Gibson,07/02/1970,Oklahoma,female,162,79
Maximo,Schinner,27/12/1984,Nevada,female,168,94
Myrl,Bauch,26/04/1992,Colorado,male,192,79
Alfredo,Satterfield,03/12/1976,Wisconsin,female,162,51
Dawn,Braun,14/10/1988,Vermont,female,171,62
Kiana,Gerlach,10/06/1964,Kansas,female,187,55
Clara,Hills,16/12/1975,Connecticut,male,162,110
Antonietta,Schaefer,04/09/1984,Hawaii,male,160,108
Marge,Kohler,26/12/1979,Vermont,male,163,80
Ashtyn,Pacocha,10/03/1982,Nebraska,male,172,116
Zackary,Kuvalis,24/03/1974,Missouri,female,173,144
Alexandra,Koch,13/07/1965,Utah,male,159,74
Kaela,Nicolas,17/05/1988,NorthCarolina,male,190,55
Dewitt,Schneider,02/12/1987,Maine,male,194,82
Erna,Gerhold,11/11/1969,Indiana,female,173,128
Dejuan,Cummings,29/09/1991,Alaska,female,166,98
Alycia,Wolf,03/09/1976,Georgia,male,199,126
Dante,Conroy,27/06/1973,Minnesota,female,171,148
Tremayne,Fisher,05/09/1970,Tennessee,female,185,66
Ara,Denesik,15/09/1975,NewJersey,female,193,114
Skye,Grant,14/09/1984,Kansas,male,166,55
Demetrius,Altenwerth,17/07/1985,Michigan,female,154,76
Savannah,Ernser,28/06/1977,NorthCarolina,female,162,54
Delilah,Johns,21/04/1968,SouthDakota,female,183,150
Nikko,Christiansen,07/01/1985,Illinois,female,154,91
Ed,Brakus,18/10/1990,Connecticut,male,182,127
Raheem,Smitham,25/10/1981,Florida,female,161,123
Terrell,Haley,06/10/1977,Nebraska,female,169,59
Bridget,Littel,07/09/1983,Mississippi,female,152,135
Alena,Ortiz,22/05/1978,NewHampshire,male,200,118
